"DateTime","Geneshift","Z1 Battle Royale","PUBG: BATTLEGROUNDS","Ring of Elysium","Realm Royale Reforged","Fall Guys","Apex Legends","NARAKA: BLADEPOINT","Battlefield™ V","Crab Game"
"2017-01-13 00:00:00",,38830,,,,,,,,
"2017-01-14 00:00:00",,42004,,,,,,,,
"2017-01-15 00:00:00",,45462,,,,,,,,
"2017-01-16 00:00:00",,44914,,,,,,,,
"2017-01-17 00:00:00",,39739,,,,,,,,
"2017-01-18 00:00:00",,39839,,,,,,,,
"2017-01-19 00:00:00",,39523,,,,,,,,
"2017-01-20 00:00:00",,41471,,,,,,,,
"2017-01-21 00:00:00",,47197,,,,,,,,
"2017-01-22 00:00:00",,50529,,,,,,,,
"2017-01-23 00:00:00",,40171,,,,,,,,
"2017-01-24 00:00:00",,39644,,,,,,,,
"2017-01-25 00:00:00",,42636,,,,,,,,
"2017-01-26 00:00:00",,46241,,,,,,,,
"2017-01-27 00:00:00",,41558,,,,,,,,
"2017-01-28 00:00:00",,46111,,,,,,,,
"2017-01-29 00:00:00",,50187,,,,,,,,
"2017-01-30 00:00:00",,43895,,,,,,,,
"2017-01-31 00:00:00",,44475,,,,,,,,
"2017-02-01 00:00:00",1,46048,1,,,,,,,
"2017-02-02 00:00:00",,44089,,,,,,,,
"2017-02-03 00:00:00",,48034,,,,,,,,
"2017-02-04 00:00:00",,53560,,,,,,,,
"2017-02-05 00:00:00",,53729,,,,,,,,
"2017-02-06 00:00:00",,46168,,,,,,,,
"2017-02-07 00:00:00",,49556,,,,,,,,
"2017-02-08 00:00:00",,49706,,,,,,,,
"2017-02-09 00:00:00",,37417,,,,,,,,
"2017-02-10 00:00:00",,51469,,,,,,,,
"2017-02-11 00:00:00",,58261,,,,,,,,
"2017-02-12 00:00:00",,59456,,,,,,,,
"2017-02-13 00:00:00",,50893,,,,,,,,
"2017-02-14 00:00:00",,49056,,,,,,,,
"2017-02-15 00:00:00",,50733,,,,,,,,
"2017-02-16 00:00:00",,51790,,,,,,,,
"2017-02-17 00:00:00",,56959,,,,,,,,
"2017-02-18 00:00:00",,68059,,,,,,,,
"2017-02-19 00:00:00",,67862,,,,,,,,
"2017-02-20 00:00:00",,63558,,,,,,,,
"2017-02-21 00:00:00",,67482,,,,,,,,
"2017-02-22 00:00:00",,74299,,,,,,,,
"2017-02-23 00:00:00",,77188,,,,,,,,
"2017-02-24 00:00:00",,67520,,,,,,,,
"2017-02-25 00:00:00",,72582,,,,,,,,
"2017-02-26 00:00:00",,96675,,,,,,,,
"2017-02-27 00:00:00",,91059,,,,,,,,
"2017-02-28 00:00:00",,81668,,,,,,,,
"2017-03-01 00:00:00",1,86600,1,,,,,,,
"2017-03-02 00:00:00",,84692,,,,,,,,
"2017-03-03 00:00:00",,79706,3,,,,,,,
"2017-03-04 00:00:00",,81515,,,,,,,,
"2017-03-05 00:00:00",,90542,,,,,,,,
"2017-03-06 00:00:00",,81172,1,,,,,,,
"2017-03-07 00:00:00",,81669,,,,,,,,
"2017-03-08 00:00:00",,81458,,,,,,,,
"2017-03-09 00:00:00",,88246,,,,,,,,
"2017-03-10 00:00:00",,92668,1,,,,,,,
"2017-03-11 00:00:00",,101704,,,,,,,,
"2017-03-12 00:00:00",,106328,,,,,,,,
"2017-03-13 00:00:00",,96601,,,,,,,,
"2017-03-14 00:00:00",,97710,,,,,,,,
"2017-03-15 00:00:00",,98482,,,,,,,,
"2017-03-16 00:00:00",,98057,,,,,,,,
"2017-03-17 00:00:00",,106228,,,,,,,,
"2017-03-18 00:00:00",,115396,,,,,,,,
"2017-03-19 00:00:00",,124299,,,,,,,,
"2017-03-20 00:00:00",,114180,,,,,,,,
"2017-03-21 00:00:00",,76368,,,,,,,,
"2017-03-22 00:00:00",,68569,,,,,,,,
"2017-03-23 00:00:00",,105767,39523,,,,,,,
"2017-03-24 00:00:00",,113361,46119,,,,,,,
"2017-03-25 00:00:00",,118282,53667,,,,,,,
"2017-03-26 00:00:00",,116217,65629,,,,,,,
"2017-03-27 00:00:00",,103035,56310,,,,,,,
"2017-03-28 00:00:00",,102575,57175,,,,,,,
"2017-03-29 00:00:00",,106888,57121,,,,,,,
"2017-03-30 00:00:00",,105611,58532,,,,,,,
"2017-03-31 00:00:00",,104398,65738,,,,,,,
"2017-04-01 00:00:00",2,108637,75682,,,,,,,
"2017-04-02 00:00:00",,106409,86648,,,,,,,
"2017-04-03 00:00:00",,100707,72785,,,,,,,
"2017-04-04 00:00:00",,103532,70046,,,,,,,
"2017-04-05 00:00:00",,109739,70541,,,,,,,
"2017-04-06 00:00:00",,108150,70104,,,,,,,
"2017-04-07 00:00:00",,107400,71165,,,,,,,
"2017-04-08 00:00:00",,117803,81031,,,,,,,
"2017-04-09 00:00:00",,122739,89066,,,,,,,
"2017-04-10 00:00:00",,112199,80357,,,,,,,
"2017-04-11 00:00:00",,112911,74820,,,,,,,
"2017-04-12 00:00:00",2,108317,73028,,,,,,,
"2017-04-13 00:00:00",1,117745,77263,,,,,,,
"2017-04-14 00:00:00",1,119996,87933,,,,,,,
"2017-04-15 00:00:00",,118895,91451,,,,,,,
"2017-04-16 00:00:00",1,116543,96368,,,,,,,
"2017-04-17 00:00:00",1,116822,103672,,,,,,,
"2017-04-18 00:00:00",1,113234,87811,,,,,,,
"2017-04-19 00:00:00",1,99720,85688,,,,,,,
"2017-04-20 00:00:00",1,122453,103411,,,,,,,
"2017-04-21 00:00:00",1,124633,110636,,,,,,,
"2017-04-22 00:00:00",,137741,125305,,,,,,,
"2017-04-23 00:00:00",1,118333,138478,,,,,,,
"2017-04-24 00:00:00",,126594,108786,,,,,,,
"2017-04-25 00:00:00",,123545,105878,,,,,,,
"2017-04-26 00:00:00",1,122804,104189,,,,,,,
"2017-04-27 00:00:00",,116679,100633,,,,,,,
"2017-04-28 00:00:00",,113693,111007,,,,,,,
"2017-04-29 00:00:00",,111238,125847,,,,,,,
"2017-04-30 00:00:00",,112446,132224,,,,,,,
"2017-05-01 00:00:00",,111718,143302,,,,,,,
"2017-05-02 00:00:00",1,110698,121663,,,,,,,
"2017-05-03 00:00:00",,114056,121333,,,,,,,
"2017-05-04 00:00:00",1,111649,121746,,,,,,,
"2017-05-05 00:00:00",1,116367,127751,,,,,,,
"2017-05-06 00:00:00",,119543,149613,,,,,,,
"2017-05-07 00:00:00",,120175,161117,,,,,,,
"2017-05-08 00:00:00",2,116035,142099,,,,,,,
"2017-05-09 00:00:00",,109739,139173,,,,,,,
"2017-05-10 00:00:00",2,108249,134549,,,,,,,
"2017-05-11 00:00:00",1,105901,135010,,,,,,,
"2017-05-12 00:00:00",1,111716,145591,,,,,,,
"2017-05-13 00:00:00",1,125087,165926,,,,,,,
"2017-05-14 00:00:00",,125214,174516,,,,,,,
"2017-05-15 00:00:00",2,109111,145584,,,,,,,
"2017-05-16 00:00:00",3,101686,146877,,,,,,,
"2017-05-17 00:00:00",3,108203,148631,,,,,,,
"2017-05-18 00:00:00",5,111831,146887,,,,,,,
"2017-05-19 00:00:00",1,122062,158062,,,,,,,
"2017-05-20 00:00:00",2,124401,173348,,,,,,,
"2017-05-21 00:00:00",4,124184,186916,,,,,,,
"2017-05-22 00:00:00",2,115479,157947,,,,,,,
"2017-05-23 00:00:00",76,116785,160833,,,,,,,
"2017-05-24 00:00:00",87,121979,151991,,,,,,,
"2017-05-25 00:00:00",49,111470,143727,,,,,,,
"2017-05-26 00:00:00",32,119531,172888,,,,,,,
"2017-05-27 00:00:00",31,117991,182698,,,,,,,
"2017-05-28 00:00:00",23,117137,191573,,,,,,,
"2017-05-29 00:00:00",27,114004,180861,,,,,,,
"2017-05-30 00:00:00",35,106804,172266,,,,,,,
"2017-05-31 00:00:00",28,110476,171474,,,,,,,
"2017-06-01 00:00:00",19,111589,168779,,,,,,,
"2017-06-02 00:00:00",12,114687,176691,,,,,,,
"2017-06-03 00:00:00",12,118462,194697,,,,,,,
"2017-06-04 00:00:00",11,120143,209081,,,,,,,
"2017-06-05 00:00:00",13,118288,204449,,,,,,,
"2017-06-06 00:00:00",12,102058,185607,,,,,,,
"2017-06-07 00:00:00",9,108786,180441,,,,,,,
"2017-06-08 00:00:00",8,109714,178360,,,,,,,
"2017-06-09 00:00:00",7,119971,188136,,,,,,,
"2017-06-10 00:00:00",7,119247,197874,,,,,,,
"2017-06-11 00:00:00",10,120398,218071,,,,,,,
"2017-06-12 00:00:00",6,118184,197381,,,,,,,
"2017-06-13 00:00:00",9,115083,192862,,,,,,,
"2017-06-14 00:00:00",6,115951,193730,,,,,,,
"2017-06-15 00:00:00",5,113424,200558,,,,,,,
"2017-06-16 00:00:00",6,126332,206596,,,,,,,
"2017-06-17 00:00:00",4,121040,220910,,,,,,,
"2017-06-18 00:00:00",4,121084,232325,,,,,,,
"2017-06-19 00:00:00",5,119006,209239,,,,,,,
"2017-06-20 00:00:00",3,117538,212130,,,,,,,
"2017-06-21 00:00:00",4,116891,211893,,,,,,,
"2017-06-22 00:00:00",2,115061,211103,,,,,,,
"2017-06-23 00:00:00",4,119931,218507,,,,,,,
"2017-06-24 00:00:00",5,125592,239810,,,,,,,
"2017-06-25 00:00:00",5,127643,257712,,,,,,,
"2017-06-26 00:00:00",4,126657,232986,,,,,,,
"2017-06-27 00:00:00",7,128742,236180,,,,,,,
"2017-06-28 00:00:00",5,129138,237002,,,,,,,
"2017-06-29 00:00:00",6,122757,255147,,,,,,,
"2017-06-30 00:00:00",5,137053,269383,,,,,,,
"2017-07-01 00:00:00",5,145593,290001,,,,,,,
"2017-07-02 00:00:00",6,151239,313807,,,,,,,
"2017-07-03 00:00:00",6,149961,286085,,,,,,,
"2017-07-04 00:00:00",4,150939,289135,,,,,,,
